nameProject,total,add,modify,delete,tipoDistinct,java,javaDistinct,properties,jar,jarDistinct,build.gradle,buildDistinct,pom.xml,pomDistinct,manifest.xml,manifestDistinct,xml,xmlDistinct,bat,batDistinct,md,adoc,read,yaml,yamlDistinct,txt,txtDistinct,sh,shDistinct,travisyml,yml,ymlDistinct,cmd,cmdDistinct,kt,ktDistinct,json,jsonDistinct,other
cmonr/uBristleBot-AndroidApp,2141,1026,84,1031,13,71,17,0,38,19,6,2,0,0,36,17,954,472,0,0,0,0,0,0,0,22,11,0,0,0,0,0,0,0,0,0,0,0,1050
thomaslg/android-BLEAudio,56,15,38,3,8,18,7,0,0,0,2,1,0,0,3,1,20,12,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12
NCookies/android-BluetoothLeGatt,30,1,29,0,4,21,4,1,0,0,2,1,0,0,1,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kaveman909/android-BluetoothLeGatt,84,25,44,15,5,18,5,0,0,0,5,1,0,0,2,1,55,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
whacked/android-BluetoothLeGatt,49,3,42,4,5,27,6,1,0,0,3,2,0,0,5,1,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CuvertEngineering/android-BluetoothLeGatt,76,46,29,1,7,14,2,1,0,0,5,1,0,0,2,1,31,27,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,21
touchlab/android-Camera2Video,76,29,32,15,9,27,11,1,2,2,5,3,0,0,7,2,24,14,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
anastasiia-kornilova/VideoSensorApi2,18,4,12,2,5,10,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
chad187/android-Camera2Video,30,6,24,0,3,12,3,0,0,0,3,1,0,0,2,1,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevcpro/MentAlly,3714,2443,1271,0,38,18,17,7,72,71,0,0,0,0,5,3,263,242,0,0,91,0,91,0,0,10,5,1,1,5,1,1,0,0,0,0,531,312,2720
cartland/android-WatchFace,63,3,35,25,3,24,8,0,0,0,0,0,0,0,3,1,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
andylincoln/Moonlight-Mill-Watch-Collection,3702,1848,18,1836,17,44,26,0,52,26,0,0,0,0,52,26,1154,580,0,0,3,0,3,1,1,34,17,0,0,0,0,0,0,0,0,0,0,0,2414
hth9021/android-WatchFace,99,40,58,1,5,5,4,0,0,0,5,2,0,0,4,2,80,43,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
devdev-dev/DD-AWF01,261,91,93,77,9,68,33,1,0,0,5,3,0,0,10,2,73,46,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,15,9,0,0,97
mankidal19/leanback-showcase,1487,543,691,253,17,629,270,2,2,2,22,2,0,0,28,2,205,78,1,1,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,155,21,463
dff-solutions/android-play-publisher-api,77,32,44,1,9,25,7,1,31,23,0,0,0,0,0,0,1,1,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5
thyberg/androidtv-Leanback,59,12,39,8,5,23,13,0,0,0,2,1,0,0,2,1,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,14
colinsung/androidtv-Leanback,12,2,10,0,4,0,0,0,0,0,5,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,4
mstarvid/androidtv-Leanback,70,1,65,4,4,45,21,1,0,0,6,2,0,0,5,1,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clabfabs/HeartBuddy,124,33,69,22,8,31,8,1,0,0,5,2,0,0,8,1,63,21,0,0,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Ezreal147/android-BluetoothChat,53,41,10,2,2,0,0,0,0,0,0,0,0,0,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
chester11206/android-fit,245,110,112,23,20,78,31,6,1,1,16,8,0,0,5,1,62,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,78
recoilme/android-DisplayingBitmaps,1406,1008,330,68,24,82,37,5,52,17,8,4,0,0,30,18,463,404,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,0,0,0,779
thagikura/testable-SynchronizedNotifications,29,11,18,0,5,19,12,0,0,0,4,2,0,0,2,1,2,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
igorpf/ihc,84,28,55,1,5,39,11,0,0,0,3,1,0,0,4,1,28,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
zhangjunquan/android-BasicMultitouch,62,49,12,1,11,11,9,2,1,1,2,2,0,0,1,1,16,15,1,1,9,0,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18
colinsung/android-BasicManagedProfile,22,2,20,0,3,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,0,0,0,0,0,0,0,7
comarchtechnologies/android-MediaBrowserService,78,42,27,9,9,19,11,0,0,0,1,1,0,0,3,1,15,7,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,41
commons-app/ShootMe,43,15,27,1,7,14,5,1,0,0,8,3,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
kiv1995/android-BasicGestureDetect,94,28,43,23,8,21,11,1,0,0,6,2,0,0,0,0,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
huynhdt/android-JobScheduler,29,2,27,0,1,0,0,0,0,0,0,0,0,0,0,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tam1m/SundtekTvInput,607,50,432,125,9,417,97,5,1,1,38,3,0,0,25,3,134,37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
AqrLei/android-Camera2,131,19,103,9,6,7,3,0,0,0,7,2,0,0,7,2,19,7,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,94,25,0,0,1
hfmanson/android-CardEmulation,180,68,59,53,9,70,27,1,3,2,11,4,0,0,5,3,74,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
krzdabrowski/fingerprint-test,3826,1345,1935,546,24,136,26,17,103,52,8,4,0,0,10,3,400,194,2,2,3,0,3,3,3,32,5,0,0,0,0,0,0,0,7,7,366,118,2749
