nameProject,total,add,modify,delete,tipoDistinct,java,javaDistinct,properties,jar,jarDistinct,build.gradle,buildDistinct,pom.xml,pomDistinct,manifest.xml,manifestDistinct,xml,xmlDistinct,bat,batDistinct,md,adoc,read,yaml,yamlDistinct,txt,txtDistinct,sh,shDistinct,travisyml,yml,ymlDistinct,cmd,cmdDistinct,kt,ktDistinct,json,jsonDistinct,other
android-JumpingJack,159,65,75,19,10,15,14,10,1,1,36,4,0,0,11,3,38,20,1,1,18,0,18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37
android-DataLayer,219,77,129,13,9,38,18,10,1,1,62,4,0,0,14,3,55,29,1,1,19,0,19,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29
android-AlwaysOn,78,23,52,3,9,5,1,9,1,1,23,2,0,0,2,1,12,6,1,1,13,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
android-MediaEffects,121,51,66,4,11,13,12,10,1,1,20,2,0,0,1,1,29,18,2,1,16,0,16,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,25
android-DirectBoot,111,67,44,0,9,20,9,6,1,1,12,2,0,0,5,1,24,16,1,1,9,0,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35
leanback-showcase,559,383,159,17,18,251,159,13,1,1,21,2,0,0,13,1,97,60,1,1,9,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,20,11,145
android-MessagingService,142,47,95,0,9,22,7,12,1,1,23,2,0,0,2,1,19,10,1,1,22,0,22,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,32
androidtv-sample-inputs,919,156,727,36,14,637,133,4,7,4,37,3,0,0,32,5,177,51,1,1,20,0,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35
leanback-homescreen-channels,78,59,19,0,12,33,30,3,1,1,5,2,0,0,2,1,19,16,1,1,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
android-play-publisher-api,40,35,5,0,5,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,17
androidtv-Leanback,1776,1056,656,64,12,530,113,17,1,1,75,2,0,0,28,1,127,39,0,0,23,0,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
android-BluetoothChat,125,59,63,3,9,16,12,10,1,1,20,2,0,0,2,1,32,20,2,1,17,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24
android-MediaRecorder,127,41,81,5,9,10,6,11,1,1,21,3,0,0,3,2,31,21,1,1,23,0,23,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24
android-fit,494,176,313,5,11,133,32,37,5,5,59,10,0,0,32,5,155,40,5,5,21,0,21,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,71
android-DisplayingBitmaps,137,70,63,4,10,24,24,10,1,1,20,3,0,0,3,3,37,30,1,1,18,0,18,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,21
android-testing-templates,134,100,34,0,13,13,13,8,2,2,29,10,0,0,8,8,24,24,2,2,16,0,16,2,2,0,0,0,0,0,0,0,0,0,13,13,2,2,23
android-ActivityInstrumentation,103,44,55,4,9,8,8,10,1,1,19,3,0,0,2,2,27,20,1,1,17,0,17,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17
chromeos-android-draganddrop-demo,76,43,33,0,15,12,3,3,1,1,5,2,0,0,3,1,27,9,1,1,3,0,3,2,1,1,1,0,0,0,0,0,0,0,0,0,2,2,19
android-BasicRenderScript,136,53,69,14,11,9,8,11,1,1,19,3,0,0,5,5,40,31,1,1,18,0,18,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,32
android-TensorFlowCloudMachineLearningEngineStylizer,77,77,0,0,12,7,7,2,1,1,2,2,0,0,1,1,10,10,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
android-CustomChoiceList,113,50,59,4,9,9,9,10,1,1,19,3,0,0,1,1,30,23,1,1,18,0,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21
android-WatchViewStub,150,54,70,26,9,15,8,10,1,1,34,4,0,0,11,3,38,20,1,1,17,0,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
android-Timer,154,60,68,26,9,21,14,10,1,1,34,4,0,0,10,3,36,19,1,1,16,0,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32
android-TextSwitcher,107,47,56,4,9,7,7,10,1,1,19,3,0,0,1,1,29,22,1,1,17,0,17,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19
android-TextLinkify,109,47,58,4,9,9,9,10,1,1,19,3,0,0,2,2,28,21,1,1,18,0,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19
android-SynchronizedNotifications,191,64,123,4,9,21,19,8,1,1,70,4,0,0,15,4,44,21,1,1,17,0,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
android-SwipeRefreshMultipleViews,115,53,59,3,9,16,16,10,1,1,19,3,0,0,3,3,31,24,1,1,17,0,17,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17
android-SwipeRefreshListFragment,118,55,60,3,9,15,15,10,2,2,19,3,0,0,3,3,30,23,1,1,18,0,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19
android-SwipeRefreshLayoutBasic,114,52,59,3,9,14,14,11,1,1,19,3,0,0,3,3,31,24,1,1,17,0,17,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17
android-StorageProvider,135,61,69,5,12,15,13,10,1,1,20,3,0,0,1,1,30,22,1,1,19,0,19,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,32
android-StorageClient,110,48,59,3,9,13,13,10,1,1,19,3,0,0,2,2,26,20,1,1,17,0,17,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19
android-SlidingTabsColors,117,54,60,3,9,14,14,11,1,1,19,3,0,0,2,2,29,22,1,1,18,0,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20
android-SlidingTabsBasic,118,49,66,3,9,20,16,11,1,1,19,3,0,0,3,3,29,22,1,1,17,0,17,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17
android-SkeletonWearableApp,150,54,70,26,9,17,10,10,1,1,34,4,0,0,10,3,34,17,1,1,17,0,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32
android-ShareActionProvider,53,43,10,0,10,4,4,3,1,1,6,2,0,0,2,2,15,15,1,1,6,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15
android-ScreenCapture,102,45,55,2,9,11,10,9,1,1,17,2,0,0,1,1,25,15,1,1,18,0,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
android-ScopedDirectoryAccess,96,51,44,1,9,7,4,9,1,1,12,2,0,0,5,1,31,15,1,1,9,0,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24
android-RuntimePermissions,181,93,64,24,13,32,14,14,2,2,18,4,0,0,4,2,48,25,2,2,14,0,14,4,2,0,0,0,0,0,0,0,0,0,8,8,0,0,39
android-RevealEffectBasic,142,61,66,15,11,13,13,16,5,2,19,3,0,0,3,3,30,24,5,2,18,0,18,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,31
android-RepeatingAlarm,103,44,56,3,9,10,10,10,1,1,19,3,0,0,1,1,25,19,1,1,17,0,17,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17
android-RenderScriptIntrinsic,140,56,67,17,10,18,18,10,1,1,19,3,0,0,3,3,38,30,1,1,18,0,18,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30
android-RecyclerView,175,97,72,6,12,16,10,12,2,2,22,4,0,0,3,2,55,36,3,2,19,0,19,6,3,2,1,0,0,0,0,0,0,0,10,10,0,0,28
android-RecipeAssistant,145,78,62,5,11,14,14,10,1,1,24,2,0,0,6,2,34,19,1,1,16,0,16,3,1,0,0,0,0,0,0,0,0,0,0,0,4,4,38
android-Quiz,216,98,105,13,10,33,21,10,1,1,53,4,0,0,11,3,42,23,1,1,16,0,16,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,56
android-PermissionRequest,111,52,57,2,12,17,13,9,1,1,17,2,0,0,1,1,26,15,1,1,15,0,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
android-PdfRendererBasic,164,85,65,14,11,6,5,11,2,2,22,5,0,0,5,5,40,34,2,2,22,0,22,6,3,0,0,0,0,0,0,0,0,0,3,3,0,0,50
android-NotificationChannels,85,70,15,0,10,2,2,5,2,2,11,4,0,0,2,2,28,28,2,2,8,0,8,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,23
android-NfcProvisioning,109,49,58,2,10,19,13,9,1,1,17,2,0,0,2,1,28,15,1,1,14,0,14,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,17
android-NetworkConnect,125,49,65,11,9,20,20,10,1,1,20,3,0,0,3,3,31,23,1,1,18,0,18,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19
android-NavigationDrawer,193,126,61,6,12,13,13,11,2,2,22,5,0,0,4,4,52,46,2,2,20,0,20,4,3,2,1,0,0,0,0,0,0,0,5,5,0,0,60
android-MultiWindowPlayground,103,80,23,0,10,16,14,5,2,2,9,4,0,0,4,2,20,18,2,2,10,0,10,2,1,0,0,0,0,0,0,0,0,0,14,14,0,0,23
android-MidiSynth,92,59,33,0,9,27,25,9,1,1,12,2,0,0,1,1,18,15,1,1,11,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
android-MidiScope,104,68,36,0,9,33,28,9,1,1,12,2,0,0,1,1,18,15,1,1,11,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
android-MediaRouter,149,83,61,5,9,21,20,11,1,1,19,3,0,0,3,3,35,28,1,1,17,0,17,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,41
android-MediaBrowserService,283,111,125,47,12,82,29,12,1,1,20,2,0,0,4,1,34,14,1,1,20,0,20,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,106
android-LNotifications,163,86,67,10,10,16,8,10,1,1,22,2,0,0,4,2,36,21,2,1,18,0,18,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,52
android-JobScheduler,538,276,66,196,18,17,15,12,6,4,23,5,0,0,7,6,354,195,2,2,21,0,21,5,4,3,1,0,0,0,0,0,0,0,5,5,0,0,90
android-Interpolator,114,51,60,3,9,12,10,10,1,1,19,2,0,0,3,2,30,18,1,1,18,0,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19
android-ImmersiveMode,106,47,56,3,9,12,12,10,1,1,19,3,0,0,2,2,26,20,1,1,17,0,17,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17
android-HorizontalPaging,107,42,61,4,9,3,3,10,1,1,19,3,0,0,2,2,28,21,1,1,18,0,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23
android-HdrViewfinder,118,47,67,4,10,12,5,10,1,1,20,2,0,0,2,1,30,15,1,1,17,0,17,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23
android-GridViewPager,169,71,72,26,10,19,12,10,1,1,34,4,0,0,11,3,40,19,1,1,16,0,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46
android-Geofencing,175,60,102,13,9,28,18,10,1,1,53,4,0,0,10,3,34,15,1,1,17,0,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
android-FloatingActionButtonBasic,147,70,63,14,9,15,14,17,5,2,19,3,0,0,2,2,33,27,5,2,19,0,19,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29
android-Flashlight,151,53,72,26,10,16,9,10,1,1,34,4,0,0,10,3,34,17,1,1,16,0,16,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35
android-FingerprintDialog,192,107,77,8,12,22,6,14,2,2,18,4,0,0,6,2,54,33,2,2,19,0,19,5,3,0,0,0,0,0,0,0,0,0,7,7,0,0,49
android-FindMyPhone,168,55,100,13,9,24,15,10,1,1,53,4,0,0,11,3,35,16,1,1,16,0,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
android-ElizaChat,133,54,67,12,9,19,12,10,1,1,24,2,0,0,6,2,31,16,1,1,17,0,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26
android-ElevationDrag,144,62,68,14,10,14,14,18,5,2,20,3,0,0,3,3,34,26,5,2,19,0,19,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,23
android-ElevationBasic,121,53,64,4,10,12,12,10,1,1,20,3,0,0,2,2,31,25,1,1,19,0,19,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,20
android-DrawableTinting,114,52,59,3,9,11,9,10,1,1,20,2,0,0,2,1,31,19,1,1,17,0,17,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20
android-DragAndDropAcrossApps,95,85,10,0,10,20,20,3,1,1,5,3,0,0,2,2,33,33,1,1,5,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
android-DownloadableFonts,102,80,22,0,10,3,3,4,2,2,16,4,0,0,2,2,24,22,2,2,6,0,6,3,2,0,0,0,0,0,0,0,0,0,4,3,0,0,38
android-DoneBar,124,61,58,5,9,6,6,10,1,1,19,3,0,0,2,2,36,29,1,1,18,0,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29
android-DocumentCentricRelinquishIdentity,96,39,53,4,9,2,2,10,1,1,19,2,0,0,1,1,26,15,1,1,15,0,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
android-DocumentCentricApps,106,42,59,5,10,4,4,10,1,1,19,2,0,0,1,1,26,15,1,1,17,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
android-DirectShare,77,49,28,0,9,6,6,9,1,1,12,2,0,0,1,1,17,17,1,1,11,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
android-DirectorySelection,112,55,53,4,10,8,7,9,1,1,17,2,0,0,1,1,28,17,1,1,15,0,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
android-DeviceOwner,92,39,51,2,9,7,4,9,1,1,16,2,0,0,2,1,25,15,1,1,14,0,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
android-DelayedConfirmation,169,58,98,13,9,20,13,10,1,1,53,4,0,0,11,3,39,19,1,1,16,0,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26
android-CustomTransition,112,50,59,3,9,11,11,10,1,1,19,3,0,0,1,1,29,22,1,1,18,0,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19
android-CustomNotifications,119,56,59,4,9,1,1,10,1,1,21,3,0,0,1,1,30,23,1,1,18,0,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33
android-ContentProviderPaging,133,115,17,1,12,8,6,5,2,2,11,6,0,0,4,4,20,20,2,2,7,0,7,2,2,0,0,0,0,0,0,0,0,0,6,6,0,0,70
android-ConfirmCredential,79,36,43,0,9,3,1,9,1,1,13,2,0,0,3,2,22,13,1,1,13,0,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
android-CommitContentSampleIME,52,37,14,1,13,2,1,4,1,1,6,2,0,0,1,1,6,6,1,1,6,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
android-CommitContentSampleApp,47,33,13,1,11,1,1,4,1,1,6,2,0,0,1,1,5,5,1,1,6,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
android-ClippingBasic,118,52,62,4,10,11,11,11,1,1,20,3,0,0,2,2,29,23,1,1,19,0,19,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,20
android-CardView,136,66,64,6,11,3,3,11,2,2,22,4,0,0,7,3,44,25,3,2,20,0,20,3,2,2,1,0,0,0,0,0,0,0,3,3,0,0,23
android-CardReader,112,50,59,3,9,12,12,11,1,1,19,3,0,0,3,3,30,23,1,1,17,0,17,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18
android-CardEmulation,112,51,58,3,9,13,13,10,1,1,19,3,0,0,3,3,30,23,1,1,17,0,17,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18
android-BorderlessButtons,114,49,61,4,9,7,7,10,1,1,19,3,0,0,1,1,28,21,1,1,18,0,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26
android-BluetoothAdvertisements,103,44,57,2,9,16,6,9,1,1,15,2,0,0,2,1,22,14,1,1,13,0,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24
android-BeamLargeFiles,92,44,46,2,10,12,11,9,1,1,16,2,0,0,2,2,21,14,1,1,14,0,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
android-BatchStepSensor,180,98,79,3,9,32,32,10,1,1,19,3,0,0,1,1,60,51,1,1,18,0,18,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33
android-BasicTransition,120,58,59,3,9,12,12,10,1,1,19,3,0,0,1,1,36,29,1,1,18,0,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19
android-BasicSyncAdapter,128,60,63,5,9,19,19,10,1,1,19,3,0,0,2,2,32,25,1,1,18,0,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24
android-BasicNotifications,111,48,59,4,9,3,3,10,1,1,20,3,0,0,2,2,25,18,1,1,18,0,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29
android-BasicNetworking,115,48,63,4,9,10,10,10,1,1,19,3,0,0,2,2,28,20,1,1,18,0,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24
android-BasicMultitouch,110,48,58,4,9,9,9,10,1,1,19,3,0,0,1,1,28,20,1,1,18,0,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20
android-BasicMediaRouter,109,47,58,4,9,10,10,10,1,1,19,3,0,0,2,2,31,24,1,1,17,0,17,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17
android-BasicMediaDecoder,117,48,65,4,10,7,6,11,1,1,20,3,0,0,1,1,28,21,1,1,18,0,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27
android-BasicManagedProfile,138,57,72,9,10,8,8,11,1,1,20,3,0,0,2,2,38,30,1,1,19,0,19,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,33
android-BasicImmersiveMode,114,49,62,3,9,11,11,10,1,1,19,3,0,0,2,2,26,20,1,1,18,0,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24
android-BasicGestureDetect,116,49,64,3,9,13,13,10,1,1,19,3,0,0,2,2,26,20,1,1,18,0,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24
android-BasicContactables,116,53,59,4,9,10,10,10,1,1,20,3,0,0,2,2,28,21,1,1,18,0,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24
android-BasicAndroidKeyStore,133,58,67,8,9,15,13,10,1,1,19,3,0,0,3,3,29,22,1,1,19,0,19,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33
android-AutoBackupForApps,78,41,37,0,9,5,4,9,1,1,13,2,0,0,1,1,24,18,1,1,12,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
android-AsymmetricFingerprintDialog,371,195,38,138,20,26,16,10,41,21,11,2,0,0,16,8,74,44,1,1,12,0,12,3,1,6,3,0,0,0,0,0,0,0,0,0,0,0,187
android-AppShortcuts,50,37,12,1,10,4,4,3,1,1,5,2,0,0,1,1,6,6,1,1,6,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
android-AppRestrictionSchema,142,55,79,8,9,16,9,11,1,1,19,2,0,0,2,1,46,20,1,1,17,0,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
android-AppRestrictions,116,46,62,8,9,7,7,10,1,1,19,3,0,0,2,2,27,20,1,1,18,0,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29
android-AppRestrictionEnforcer,149,57,82,10,9,25,10,11,1,1,19,2,0,0,2,1,45,21,1,1,17,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
android-AdvancedImmersiveMode,114,49,62,3,9,11,11,11,1,1,20,3,0,0,2,2,29,22,1,1,18,0,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19
android-ActiveNotifications,110,51,59,0,9,13,11,9,1,1,16,2,0,0,2,1,34,15,1,1,13,0,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
android-ActionBarCompat-Styled,171,107,60,4,9,4,4,10,1,1,19,3,0,0,2,2,34,27,1,1,18,0,18,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,79
android-ActionBarCompat-ListPopupMenu,109,46,59,4,9,6,6,10,1,1,19,3,0,0,2,2,27,20,1,1,18,0,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23
android-ActionBarCompat-Basic,115,50,61,4,9,4,4,10,1,1,19,3,0,0,2,2,27,20,1,1,19,0,19,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29
