framework,samples ,framework contributors ,sample contributors ,common contributors ,common/framework ,common/sample
spring,gs-multi-module,387,5,5,"1,29%","100,00%"
spring,gs-messaging-stomp-websocket,387,14,9,"2,33%","64,29%"
spring,gs-messaging-rabbitmq,387,13,8,"2,07%","61,54%"
spring,gs-messaging-jms,387,14,8,"2,07%","57,14%"
spring,gs-gradle,387,11,8,"2,07%","72,73%"
spring,gs-consuming-web-service,387,8,4,"1,03%","50,00%"
spring,gs-consuming-rest,387,15,10,"2,58%","66,67%"
spring,gs-client-side-load-balancing,387,7,5,"1,29%","71,43%"
spring,gs-centralized-configuration,387,10,8,"2,07%","80,00%"
spring,gs-authenticating-ldap,387,13,10,"2,58%","76,92%"
spring,gs-accessing-mongodb-data-rest,387,8,6,"1,55%","75,00%"
spring,gs-accessing-data-rest,387,7,4,"1,03%","57,14%"
spring,gs-accessing-data-mysql,387,9,7,"1,81%","77,78%"
spring,gs-accessing-data-jpa,387,15,10,"2,58%","66,67%"
spring,getting-started-guides,387,5,5,"1,29%","100,00%"
spring,gs-accessing-data-gemfire,387,9,8,"2,07%","88,89%"
spring,gs-validating-form-input,387,12,8,"2,07%","66,67%"
spring,gs-testing-restdocs,387,6,5,"1,29%","83,33%"
spring,gs-spring-boot-for-azure,387,6,5,"1,29%","83,33%"
spring,gs-rest-hateoas,387,11,9,"2,33%","81,82%"
spring,gs-reactive-rest-service,387,8,6,"1,55%","75,00%"
spring,gs-messaging-redis,387,9,8,"2,07%","88,89%"
spring,gs-messaging-gcp-pubsub,387,9,4,"1,03%","44,44%"
spring,gs-managing-transactions,387,9,8,"2,07%","88,89%"
spring,gs-integration,387,11,9,"2,33%","81,82%"
spring,gs-handling-form-submission,387,8,6,"1,55%","75,00%"
spring,gs-gateway,387,5,4,"1,03%","80,00%"
spring,gs-contract-rest,387,7,6,"1,55%","85,71%"
spring,gs-circuit-breaker,387,8,6,"1,55%","75,00%"
spring,gs-caching-gemfire,387,11,8,"2,07%","72,73%"
spring,gs-caching,387,6,5,"1,29%","83,33%"
spring,gs-batch-processing,387,11,8,"2,07%","72,73%"
spring,gs-async-method,387,12,9,"2,33%","75,00%"
spring,gs-actuator-service,387,15,9,"2,33%","60,00%"
spring,gs-accessing-vault,387,6,6,"1,55%","100,00%"
spring,gs-accessing-neo4j-data-rest,387,9,6,"1,55%","66,67%"
spring,gs-accessing-gemfire-data-rest,387,6,6,"1,55%","100,00%"
spring,gs-accessing-data-neo4j,387,14,10,"2,58%","71,43%"
spring,gs-accessing-data-mongodb,387,12,9,"2,33%","75,00%"
spring,tut-spring-boot-oauth2,387,16,3,"0,78%","18,75%"
spring,quoters,387,2,2,"0,52%","100,00%"
