framework,version,date,delay,mediana do android,,mediana do spring
Android,26, 2017-08-16 00:00:00 ,0,,,
Android,25, 2017-02-27 00:00:00 ,84,,,
Android,26, 2017-08-16 00:00:00 ,0,,,
Android,23, 2015-10-13 00:00:00 ,57,,,
Android,25, 2017-02-27 00:00:00 ,84,,,
Android,26, 2017-08-16 00:00:00 ,0,,,
Android,26, 2017-08-16 00:00:00 ,0,,,
Android,25, 2017-02-27 00:00:00 ,84,,,
Android,26, 2017-08-16 00:00:00 ,0,,,
Android,25, 2017-02-27 00:00:00 ,84,,,
Android,26, 2017-08-16 00:00:00 ,0,,,
Android,23, 2015-09-29 00:00:00 ,43,,,
Android,25, 2017-02-27 00:00:00 ,84,,,
Android,26, 2017-08-16 00:00:00 ,0,,,
Android,23, 2015-10-13 00:00:00 ,57,,,
Android,25, 2017-02-27 00:00:00 ,84,,,
Android,26, 2017-08-16 00:00:00 ,0,,,
Android,21, 2014-12-03 00:00:00 ,47,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-08-11 00:00:00 ,0,,,
Android,21, 2014-12-03 00:00:00 ,47,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-01-25 00:00:00 ,51,,,
Android,21, 2014-12-03 00:00:00 ,47,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-01-25 00:00:00 ,51,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,23, 2015-08-20 00:00:00 ,3,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,26, 2017-06-08 00:00:00 ,0,,,
Android,27, 2017-12-08 00:00:00 ,3,,,
Android,26, 2017-06-08 00:00:00 ,0,,,
Android,27, 2017-12-08 00:00:00 ,3,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,23, 2015-08-20 00:00:00 ,3,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-08-11 00:00:00 ,0,,,
Android,27, 2018-03-28 00:00:00 ,113,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-08-11 00:00:00 ,0,,,
Android,27, 2018-03-28 00:00:00 ,113,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-01-25 00:00:00 ,51,,,
Android,26, 2018-03-28 00:00:00 ,219,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-01-25 00:00:00 ,51,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-01-25 00:00:00 ,51,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2017-11-09 00:00:00 ,0,,,
Android,26, 2018-03-28 00:00:00 ,219,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2017-11-09 00:00:00 ,0,,,
Android,25, 2017-02-09 00:00:00 ,66,,,
Android,26, 2017-10-25 00:00:00 ,65,,,
Android,26, 2017-08-11 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-08-11 00:00:00 ,0,,,
Android,26, 2017-08-11 00:00:00 ,0,,,
Android,27, 2018-01-25 00:00:00 ,51,,,
Android,26, 2018-03-28 00:00:00 ,219,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-08-11 00:00:00 ,0,,,
Android,27, 2017-11-09 00:00:00 ,0,,,
Android,26, 2018-03-28 00:00:00 ,219,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2017-11-09 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-08-11 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-01-25 00:00:00 ,51,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-01-25 00:00:00 ,51,,,
Android,21, 2014-12-03 00:00:00 ,47,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-01-25 00:00:00 ,51,,,
Android,21, 2014-12-03 00:00:00 ,47,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2017-12-08 00:00:00 ,3,,,
Android,26, 2018-03-28 00:00:00 ,219,,,
Android,21, 2014-12-03 00:00:00 ,47,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2017-12-08 00:00:00 ,3,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-08-11 00:00:00 ,0,,,
Android,21, 2014-11-18 00:00:00 ,32,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,24, 2016-06-17 00:00:00 ,2,,,
Android,25, 2017-04-12 00:00:00 ,128,,,
Android,26, 2017-10-12 00:00:00 ,52,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,24, 2016-07-08 00:00:00 ,23,,,
Android,23, 2016-07-09 00:00:00 ,327,,,
Android,24, 2016-07-08 00:00:00 ,23,,,
Android,22, 2015-06-03 00:00:00 ,86,,,
Android,23, 2015-09-08 00:00:00 ,22,,,
Android,24, 2016-07-19 00:00:00 ,34,,,
Android,27, 2018-04-27 00:00:00 ,143,,,
Android,21, 2014-10-28 00:00:00 ,11,,,
Android,22, 2015-03-23 00:00:00 ,14,,,
Android,23, 2015-10-07 00:00:00 ,51,,,
Android,24, 2016-06-20 00:00:00 ,5,,,
Android,26, 2017-07-19 00:00:00 ,0,,,
Android,27, 2017-11-15 00:00:00 ,0,,,
Android,21, 2014-11-18 00:00:00 ,32,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,19, 2014-10-02 00:00:00 ,354,,,
Android,21, 2014-11-21 00:00:00 ,35,,,
Android,23, 2015-10-27 00:00:00 ,71,,,
Android,26, 2017-11-06 00:00:00 ,77,,,
Android,19, 2014-10-02 00:00:00 ,354,,,
Android,21, 2014-11-21 00:00:00 ,35,,,
Android,23, 2015-10-27 00:00:00 ,71,,,
Android,26, 2017-11-06 00:00:00 ,77,,,
Android,19, 2014-10-02 00:00:00 ,354,,,
Android,21, 2014-11-21 00:00:00 ,35,,,
Android,23, 2015-10-27 00:00:00 ,71,,,
Android,26, 2017-11-06 00:00:00 ,77,,,
Android,19, 2014-10-02 00:00:00 ,354,,,
Android,21, 2014-11-21 00:00:00 ,35,,,
Android,23, 2015-10-26 00:00:00 ,70,,,
Android,26, 2017-11-06 00:00:00 ,77,,,
Android,26, 2017-11-06 00:00:00 ,77,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,23, 2015-09-15 00:00:00 ,29,,,
Android,23, 2015-09-15 00:00:00 ,29,,,
Android,23, 2015-09-15 00:00:00 ,29,,,
Android,23, 2015-09-17 00:00:00 ,31,,,
Android,25, 2016-12-06 00:00:00 ,1,,,
Android,27, 2018-01-09 00:00:00 ,35,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,21, 2014-12-03 00:00:00 ,47,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,21, 2014-12-03 00:00:00 ,47,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,21, 2014-12-03 00:00:00 ,47,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,21, 2014-12-03 00:00:00 ,47,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,21, 2014-12-03 00:00:00 ,47,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,21, 2014-12-03 00:00:00 ,47,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,21, 2014-11-18 00:00:00 ,32,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,21, 2014-12-03 00:00:00 ,47,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,21, 2014-12-03 00:00:00 ,47,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,21, 2014-12-03 00:00:00 ,47,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,26, 2017-06-08 00:00:00 ,0,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,26, 2017-06-08 00:00:00 ,0,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,22, 2015-04-28 00:00:00 ,50,,,
Android,23, 2015-08-17 00:00:00 ,0,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,23, 2016-04-20 00:00:00 ,247,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
Android,24, 2016-08-12 00:00:00 ,58,,,
Android,25, 2016-12-13 00:00:00 ,8,,,
Android,26, 2017-10-10 00:00:00 ,50,,,
Android,27, 2018-02-15 00:00:00 ,72,,,
