path,build.compileSdk,build.targetSdk,build.minSdkVersion,AndroidManifest.maxSdkVersion,AndroidManifest.targetSdkVersion,AndroidManifest.minSdkVersion
./repositorios/android-ads/admob/InterstitialExample/app/build.gradle,26,26,14,,,
./repositorios/chromeos-android-draganddrop-demo/app/build.gradle,26,26,24,,,
./repositorios/android-RuntimePermissionsWear/Wearable/build.gradle,26,26,23,,,
./repositorios/android-WatchFace/Wearable/build.gradle,26,26,24,,,
./repositorios/android-BasicSyncAdapter/Application/build.gradle,27,27,7,,,
./repositorios/android-DirectShare/Application/build.gradle,27,27,23,,,
./repositorios/android-DoneBar/Application/build.gradle,27,27,14,,,
./repositorios/android-MediaEffects/Application/build.gradle,27,27,14,,,
./repositorios/android-WearVerifyRemoteApp/Application/build.gradle,27,27,23,,,
./repositorios/android-RecyclerView/kotlinApp/app/build.gradle,27,27,14,,,
./repositorios/android-RecyclerView/Application/build.gradle,27,27,7,,,
./repositorios/android-HdrViewfinder/Application/build.gradle,27,27,21,,,
./repositorios/android-ActionBarCompat-Styled/Application/build.gradle,27,27,7,,,
./repositorios/android-MidiSynth/Application/build.gradle,27,27,23,,,
./repositorios/android-PdfRendererBasic/kotlinApp/build.gradle,27,27,24,,,
./repositorios/android-PdfRendererBasic/Application/build.gradle,27,27,21,,,
./repositorios/android-TextLinkify/Application/build.gradle,27,27,7,,,
./repositorios/android-SwipeRefreshLayoutBasic/Application/build.gradle,27,27,14,,,
./repositorios/android-CustomChoiceList/Application/build.gradle,27,27,7,,,
./repositorios/android-AutoBackupForApps/Application/build.gradle,27,27,23,,,
./repositorios/android-ActivityInstrumentation/Application/build.gradle,27,27,7,,,
./repositorios/android-ClippingBasic/Application/build.gradle,27,27,21,,,
./repositorios/android-BluetoothLeGatt/Application/build.gradle,27,27,18,,,
./repositorios/android-vision/visionSamples/ocr-codelab/ocr-reader-start/app/build.gradle,27,27,21,,,
./repositorios/android-vision/visionSamples/ocr-codelab/ocr-reader-complete/app/build.gradle,27,27,21,,,
./repositorios/android-AppRestrictions/Application/build.gradle,27,27,18,,,
./repositorios/android-ElevationDrag/Application/build.gradle,27,27,21,,,
./repositorios/android-DocumentCentricRelinquishIdentity/Application/build.gradle,27,27,21,,,
./repositorios/android-BasicMultitouch/Application/build.gradle,27,27,8,,,
./repositorios/android-nearby/connections/walkietalkie/app/build.gradle,27,27,16,,,
./repositorios/android-FloatingActionButtonBasic/Application/build.gradle,27,27,21,,,
./repositorios/android-BasicRenderScript/Application/build.gradle,27,27,8,,,
./repositorios/android-NavigationDrawer/kotlinApp/build.gradle,27,27,21,,,
./repositorios/android-NavigationDrawer/Application/build.gradle,27,27,21,,,
./repositorios/android-MediaRouter/Application/build.gradle,27,27,17,,,
./repositorios/android-CardEmulation/Application/build.gradle,27,27,19,,,
./repositorios/android-BluetoothChat/Application/build.gradle,27,27,11,,,
./repositorios/android-TextSwitcher/Application/build.gradle,27,27,7,,,
./repositorios/android-AsymmetricFingerprintDialog/Application/build.gradle,27,27,23,,,
./repositorios/google-services/android/gcm/app/build.gradle,27,27,14,,,
./repositorios/google-services/android/signin/app/build.gradle,27,27,18,,,
./repositorios/google-services/android/signin/app-legacy/build.gradle,27,27,18,,,
./repositorios/google-services/android/analytics/app/build.gradle,27,27,14,,,
./repositorios/android-XYZTouristAttractions/Application/build.gradle,27,27,18,,,
./repositorios/android-XYZTouristAttractions/Shared/build.gradle,27,27,18,,,
./repositorios/android-HorizontalPaging/Application/build.gradle,27,27,11,,,
./repositorios/android-Camera2Raw/Application/build.gradle,27,27,21,,,
./repositorios/androidtv-Leanback/app/build.gradle,27,27,21,,,
./repositorios/android-MidiScope/Application/build.gradle,27,27,23,,,
./repositorios/android-ActivitySceneTransitionBasic/Application/build.gradle,27,27,21,,,
./repositorios/android-DirectorySelection/Application/build.gradle,27,27,21,,,
./repositorios/android-SwipeRefreshMultipleViews/Application/build.gradle,27,27,9,,,
./repositorios/android-PictureInPicture/app/build.gradle,27,27,26,,,
./repositorios/android-PictureInPicture/kotlinApp/app/build.gradle,27,27,26,,,
./repositorios/android-testing/unit/BasicSample-kotlinApp/app/build.gradle,27,27,14,,,
./repositorios/android-SlidingTabsBasic/Application/build.gradle,27,27,14,,,
./repositorios/android-AppRestrictionSchema/Application/build.gradle,27,27,21,,,
./repositorios/android-BeamLargeFiles/Application/build.gradle,27,27,16,,,
./repositorios/android-NotificationChannels/Application/build.gradle,27,27,21,,,
./repositorios/android-ShareActionProvider/Application/build.gradle,27,27,9,,,
./repositorios/android-ConfirmCredential/Application/build.gradle,27,27,23,,,
./repositorios/android-FingerprintDialog/kotlinApp/app/build.gradle,27,27,24,,,
./repositorios/leanback-homescreen-channels/app/build.gradle,27,27,26,,,
./repositorios/android-BasicImmersiveMode/Application/build.gradle,27,27,19,,,
./repositorios/android-ImmersiveMode/Application/build.gradle,27,27,11,,,
./repositorios/android-BorderlessButtons/Application/build.gradle,27,27,14,,,
./repositorios/android-BasicMediaRouter/Application/build.gradle,27,27,17,,,
./repositorios/android-DeviceOwner/Application/build.gradle,27,27,21,,,
./repositorios/android-RepeatingAlarm/Application/build.gradle,27,27,11,,,
./repositorios/android-JobScheduler/kotlinApp/app/build.gradle,27,27,21,,,
./repositorios/android-JobScheduler/Application/build.gradle,27,27,21,,,
./repositorios/android-DataLayer/Application/build.gradle,27,27,18,,,
./repositorios/android-CardView/kotlinApp/build.gradle,27,27,21,,,
./repositorios/android-CardView/Application/build.gradle,27,27,7,,,
./repositorios/android-ActionBarCompat-ListPopupMenu/Application/build.gradle,27,27,7,,,
./repositorios/android-MediaRecorder/Application/build.gradle,27,27,16,,,
./repositorios/android-RevealEffectBasic/Application/build.gradle,27,27,21,,,
./repositorios/android-CustomTransition/Application/build.gradle,27,27,19,,,
./repositorios/android-StorageClient/Application/build.gradle,27,27,16,,,
./repositorios/android-NetworkConnect/Application/build.gradle,27,27,11,,,
./repositorios/android-Interpolator/Application/build.gradle,27,27,21,,,
./repositorios/android-ElevationBasic/Application/build.gradle,27,27,21,,,
./repositorios/android-instant-apps/urlless/app/build.gradle,27,27,21,,,
./repositorios/android-instant-apps/urlless/greet/build.gradle,27,27,21,,,
./repositorios/android-instant-apps/urlless/feature/build.gradle,27,27,21,,,
./repositorios/android-instant-apps/urlless/base/build.gradle,27,27,21,,,
./repositorios/android-CustomNotifications/Application/build.gradle,27,27,16,,,
./repositorios/android-BasicNetworking/Application/build.gradle,27,27,7,,,
./repositorios/android-ScreenCapture/Application/build.gradle,27,27,21,,,
./repositorios/android-play-location/LocationAddress/kotlin/app/build.gradle,27,27,16,,,
./repositorios/android-play-location/BasicLocationSample/kotlin/build.gradle,27,27,16,,,
./repositorios/android-BasicTransition/Application/build.gradle,27,27,19,,,
./repositorios/android-PermissionRequest/Application/build.gradle,27,27,21,,,
./repositorios/android-AdvancedImmersiveMode/Application/build.gradle,27,27,19,,,
./repositorios/android-AppRestrictionEnforcer/Application/build.gradle,27,27,21,,,
./repositorios/android-DrawableTinting/Application/build.gradle,27,27,21,,,
./repositorios/android-SpeedTracker/Application/build.gradle,27,27,18,,,
./repositorios/android-SpeedTracker/Shared/build.gradle,27,27,18,,,
./repositorios/android-RenderScriptIntrinsic/Application/build.gradle,27,27,14,,,
./repositorios/android-credentials/credentials-quickstart/app/build.gradle,27,27,17,,,
./repositorios/android-credentials/credentials-signin/app/build.gradle,27,27,16,,,
./repositorios/android-CardReader/Application/build.gradle,27,27,19,,,
./repositorios/android-TensorFlowCloudMachineLearningEngineStylizer/app/build.gradle,27,27,25,,,
./repositorios/android-MediaBrowserService/Application/build.gradle,27,27,19,,,
./repositorios/android-Camera2Basic/Application/build.gradle,27,27,21,,,
./repositorios/android-SwipeRefreshListFragment/Application/build.gradle,27,27,14,,,
./repositorios/android-BasicNotifications/Application/build.gradle,27,27,8,,,
./repositorios/android-AppUsageStatistics/Application/build.gradle,27,27,21,,,
./repositorios/android-Camera2Video/kotlinApp/Application/build.gradle,27,27,24,,,
./repositorios/android-Camera2Video/Application/build.gradle,27,27,21,,,
./repositorios/android-BasicGestureDetect/Application/build.gradle,27,27,18,,,
./repositorios/android-ActionBarCompat-Basic/Application/build.gradle,27,27,7,,,
./repositorios/android-DocumentCentricApps/Application/build.gradle,27,27,21,,,
./repositorios/android-BasicAndroidKeyStore/Application/build.gradle,27,27,18,,,
./repositorios/android-BasicManagedProfile/Application/build.gradle,27,27,21,,,
./repositorios/android-RuntimePermissionsWear/Application/build.gradle,27,27,18,,,
./repositorios/android-RuntimePermissionsWear/Shared/build.gradle,27,27,18,,,
./repositorios/android-testing-templates/AndroidTestingBlueprint/build.gradle,27,27,14,,,
./repositorios/android-testing-templates/AndroidTestingBlueprint-kotlinApp/build.gradle,27,27,14,,,
./repositorios/android-BluetoothAdvertisements/Application/build.gradle,27,27,21,,,
./repositorios/android-SlidingTabsColors/Application/build.gradle,27,27,14,,,
./repositorios/android-MultiWindowPlayground/kotlinApp/Application/build.gradle,27,27,24,,,
./repositorios/android-NfcProvisioning/Application/build.gradle,27,27,21,,,
./repositorios/android-BasicAccessibility/Application/build.gradle,27,27,11,,,
./repositorios/android-WatchFace/Application/build.gradle,27,27,18,,,
./repositorios/android-BatchStepSensor/Application/build.gradle,27,27,19,,,
./repositorios/android-nearby/connections/rockpaperscissors/app/build.gradle,28,28,23,,,
./repositorios/android-Notifications/Application/build.gradle,28,28,18,,,
./repositorios/android-Notifications/Shared/build.gradle,28,28,18,,,
./repositorios/android-Notifications/Wearable/build.gradle,28,28,23,,,
./repositorios/android-testing/ui/uiautomator/BasicSample/app/build.gradle,28,28,18,,,
./repositorios/android-testing/ui/espresso/MultiWindowSample/app/build.gradle,28,28,14,,,
./repositorios/android-testing/ui/espresso/WebBasicSample/app/build.gradle,28,28,14,,,
./repositorios/android-testing/ui/espresso/BasicSample/app/build.gradle,28,28,14,,,
./repositorios/android-testing/ui/espresso/CustomMatcherSample/app/build.gradle,28,28,14,,,
./repositorios/android-testing/ui/espresso/IdlingResourceSample/app/build.gradle,28,28,14,,,
./repositorios/android-testing/ui/espresso/MultiProcessSample/app/build.gradle,28,28,14,,,
./repositorios/android-testing/ui/espresso/DataAdapterSample/app/build.gradle,28,28,14,,,
./repositorios/android-testing/ui/espresso/IntentsBasicSample/app/build.gradle,28,28,14,,,
./repositorios/android-testing/ui/espresso/IntentsAdvancedSample/app/build.gradle,28,28,14,,,
./repositorios/android-testing/ui/espresso/RecyclerViewSample/app/build.gradle,28,28,14,,,
./repositorios/android-testing/unit/BasicUnitAndroidTest/app/build.gradle,28,28,14,,,
./repositorios/android-testing/runner/AndroidJunitRunnerSample/app/build.gradle,28,28,14,,,
./repositorios/android-BasicMediaDecoder/Application/build.gradle,28,28,17,,,
./repositorios/android-WifiRttScan/Application/build.gradle,28,28,28,,,
./repositorios/android-AutofillFramework/Application/build.gradle,28,28,26,,,
./repositorios/android-AutofillFramework/afservice/build.gradle,28,28,26,,,
./repositorios/android-instant-apps/aab-simple/app/build.gradle,28,28,21,,,
./repositorios/android-testdpc/app/build.gradle,28,28,21,,,
./repositorios/android-NotificationChannels/kotlinApp/Application/build.gradle,android-O,android-O,21,,,
./repositorios/android-play-billing/ClassyTaxi/android/ClassyTaxi/app/build.gradle,androidCompileSdkVersion as Integer,androidTargetSdkVersion as Integer,androidMinimumSdkVersion as Integer,,,
./repositorios/android-BasicSyncAdapter/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-CommitContentSampleIME/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-DirectShare/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-WearAccessibilityApp/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-DoneBar/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-JumpingJack/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-MediaEffects/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-WearVerifyRemoteApp/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-codelab-watchface/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-RecyclerView/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-RecyclerView/kotlinApp/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-HdrViewfinder/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ActionBarCompat-Styled/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-MidiSynth/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-PdfRendererBasic/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-WearCompanionLibrary/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-TextLinkify/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-SwipeRefreshLayoutBasic/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-safetynet/client/java/SafetyNetSample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-safetynet/server/java/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-fido/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-DownloadableFonts/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-DownloadableFonts/kotlinApp/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-WearStandaloneGoogleSignIn/build.gradle,information not found,information not found,information not found,,,
./repositorios/androidtv-GameController/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-CustomChoiceList/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-AutoBackupForApps/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ActivityInstrumentation/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ClippingBasic/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-BluetoothLeGatt/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-vision/visionSamples/photo-demo/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-vision/visionSamples/FaceTracker/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-vision/visionSamples/ocr-reader/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-vision/visionSamples/googly-eyes/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-vision/visionSamples/multi-tracker/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-vision/visionSamples/ocr-codelab/ocr-reader-start/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-vision/visionSamples/ocr-codelab/ocr-reader-complete/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-vision/visionSamples/barcode-reader/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-AppRestrictions/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ElevationDrag/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-DocumentCentricRelinquishIdentity/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-BasicMultitouch/build.gradle,information not found,information not found,information not found,,,
./repositorios/account-transfer-api/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-nearby/connections/walkietalkie/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-nearby/connections/rockpaperscissors/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-nearby/messages/NearbyBackgroundBeacons/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-nearby/messages/NearbyDevices/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-FloatingActionButtonBasic/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-BasicRenderScript/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-NavigationDrawer/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-MediaRouter/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-CardEmulation/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-AlwaysOn/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-key-attestation/server/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-BluetoothChat/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-GridViewPager/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-Notifications/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-DisplayingBitmaps/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-fit/StepCounter/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-fit/BasicHistoryApi/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-fit/BasicSensorsApi/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-fit/BasicRecordingApi/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-fit/BasicHistorySessions/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-TextSwitcher/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-RuntimePermissions/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-RuntimePermissions/kotlinApp/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-AsymmetricFingerprintDialog/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-CommitContentSampleApp/build.gradle,information not found,information not found,information not found,,,
./repositorios/google-services/android/build.gradle,information not found,information not found,information not found,,,
./repositorios/google-services/android/gcm/build.gradle,information not found,information not found,information not found,,,
./repositorios/google-services/android/gcm/gcmsender/build.gradle,information not found,information not found,information not found,,,
./repositorios/google-services/android/signin/build.gradle,information not found,information not found,information not found,,,
./repositorios/google-services/android/analytics/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-WearSpeakerSample/build.gradle,information not found,information not found,information not found,,,
./repositorios/leanback-assistant/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-XYZTouristAttractions/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-gcmnetworkmanager/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-HorizontalPaging/build.gradle,information not found,information not found,information not found,,,
./repositorios/androidtv-daydream/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-Camera2Raw/build.gradle,information not found,information not found,information not found,,,
./repositorios/androidtv-Leanback/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-MidiScope/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-WclDemoSample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ActivitySceneTransitionBasic/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-unsplash/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-DirectorySelection/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ActionBarCompat-ShareActionProvider/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-SwipeRefreshMultipleViews/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-PictureInPicture/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-PictureInPicture/kotlinApp/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-testing/ui/uiautomator/BasicSample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-testing/ui/espresso/MultiWindowSample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-testing/ui/espresso/WebBasicSample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-testing/ui/espresso/BasicSample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-testing/ui/espresso/CustomMatcherSample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-testing/ui/espresso/IdlingResourceSample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-testing/ui/espresso/MultiProcessSample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-testing/ui/espresso/DataAdapterSample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-testing/ui/espresso/IntentsBasicSample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-testing/ui/espresso/IntentsAdvancedSample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-testing/ui/espresso/RecyclerViewSample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-testing/integration/ServiceTestRuleSample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-testing/unit/BasicSample-kotlinApp/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-testing/unit/BasicUnitAndroidTest/build.gradle,information not found,information not found,information not found,,,
